@relation input_channel_1

@attribute channel_1_0 numeric
@attribute channel_1_1 numeric
@attribute channel_1_2 numeric
@attribute channel_1_3 numeric
@attribute channel_1_4 numeric
@attribute channel_1_5 numeric
@attribute channel_1_6 numeric
@attribute channel_1_7 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
67,100,100,60,25,0,9,9,2
90,100,99,86,72,43,13,0,5
100,76,50,22,0,10,24,8,6
96,100,71,48,29,4,0,10,3
100,66,35,0,18,65,96,86,5
99,100,71,41,10,0,25,29,6
40,61,82,100,75,49,25,0,1
89,100,76,49,36,10,0,8,3
100,78,52,24,0,6,26,19,6
69,97,100,74,78,53,27,0,9
91,97,100,54,9,0,27,26,7
33,52,76,100,73,47,20,0,1
95,70,20,0,36,85,100,59,0
100,79,52,23,0,12,38,33,6
91,70,100,78,70,30,0,12,9
100,97,69,42,39,51,27,0,4
100,75,52,41,38,43,38,0,4
86,100,95,77,63,44,15,0,5
79,100,68,32,14,12,0,33,2
95,100,60,27,0,26,21,4,2
42,63,86,100,75,50,24,0,1
43,68,100,80,41,3,0,0,1
63,100,99,62,54,19,0,11,3
80,100,66,34,14,9,4,0,2
97,100,99,83,61,39,20,0,7
91,100,74,37,0,23,38,39,7
94,100,68,34,0,29,41,46,7
62,70,85,100,80,53,27,0,1
91,55,3,0,48,100,76,33,0
100,86,62,36,9,0,21,21,6
96,100,58,15,1,42,41,0,6
77,76,41,0,6,53,95,100,5
100,82,51,18,1,28,29,0,6
84,100,85,64,45,17,0,0,3
87,62,44,0,15,62,92,100,5
100,99,83,66,49,33,17,0,1
81,77,46,2,0,19,60,100,0
100,99,66,31,0,9,24,2,6
100,80,51,20,0,15,31,19,6
98,100,78,47,26,8,0,8,3
97,91,45,0,30,65,100,86,8
100,72,48,46,48,58,29,0,4
61,100,92,46,0,6,36,38,8
95,76,40,2,0,41,82,100,8
91,98,100,94,72,47,24,0,7
92,100,99,84,68,50,16,0,5
100,78,44,6,0,24,60,80,0
100,79,49,18,0,4,24,19,6
70,100,90,66,68,32,0,2,9
73,48,14,0,38,75,100,86,8
100,69,89,93,84,57,16,0,9
39,58,79,100,81,54,26,0,1
48,63,84,100,75,50,24,0,1
77,100,79,52,28,7,3,0,2
76,44,0,1,38,85,100,74,0
84,100,81,54,27,1,0,24,3
100,71,45,35,34,46,32,0,4
45,64,83,100,77,51,25,0,1
95,97,100,93,68,45,23,0,7
63,27,0,18,54,90,100,80,0
100,92,67,82,75,43,17,0,9
99,100,73,91,51,13,0,1,9
100,75,46,17,0,10,32,24,6
100,74,48,45,65,63,31,0,4
64,100,93,71,67,28,1,0,9
100,91,62,31,1,0,22,7,6
56,100,79,38,0,1,48,86,8
100,69,36,27,30,56,35,0,4
73,49,0,10,56,100,87,36,0
89,54,20,0,26,58,97,100,8
77,69,81,100,82,54,26,0,9
95,64,32,0,20,51,85,100,8
88,100,66,33,0,22,37,39,7
80,100,68,34,0,19,48,80,8
100,75,38,3,0,24,60,91,0
74,100,93,58,29,15,9,0,2
100,95,69,41,39,50,26,0,4
61,11,0,28,78,100,72,20,0
68,100,78,38,0,4,7,14,1
82,100,90,64,42,24,2,0,3
84,100,80,60,37,9,0,10,3
53,79,100,84,68,57,28,0,9
88,49,1,0,43,91,100,63,0
84,100,83,55,35,9,0,10,3
94,85,37,0,17,65,100,99,0
89,100,77,83,69,41,15,0,9
100,79,55,35,36,48,24,0,4
56,27,0,5,47,95,100,76,0
82,40,0,10,60,100,80,28,0
100,76,49,20,0,16,34,32,6
100,64,24,0,33,65,97,97,8
100,79,51,26,32,39,37,0,4
100,99,69,52,49,4,0,36,5
59,64,82,100,78,51,25,0,1
43,61,81,100,75,50,25,0,1
100,73,46,42,44,65,32,0,4
100,70,67,95,86,52,13,0,9
100,93,45,0,6,50,84,99,8
90,100,76,50,36,8,0,6,3
100,89,55,18,0,32,48,27,6
83,100,98,76,44,13,0,4,3
100,88,61,30,0,2,23,13,6
90,64,100,71,83,35,2,0,9
81,100,79,33,0,14,58,93,0
100,79,47,35,35,64,34,0,4
92,100,91,72,43,24,3,0,5
78,100,66,30,0,22,54,82,8
91,100,100,61,21,0,35,44,7
100,94,58,21,14,43,34,0,6
81,100,87,61,47,16,0,14,3
70,84,100,82,56,29,3,0,1
64,93,100,48,0,0,1,2,1
83,100,65,32,0,21,58,89,8
100,69,26,0,8,41,77,75,0
96,50,6,0,28,71,95,100,0
83,47,62,23,0,48,94,100,5
91,100,85,48,12,0,25,22,7
27,44,72,100,88,60,30,0,1
86,70,35,0,21,53,89,100,8
85,100,86,69,49,23,5,0,3
93,74,29,0,27,72,100,82,0
73,100,86,68,66,25,4,0,9
74,100,78,50,24,2,7,0,2
100,83,42,0,5,47,88,81,0
61,48,75,100,89,57,26,0,9
63,81,100,81,60,40,20,0,1
88,70,100,70,71,38,0,1,9
73,86,100,90,68,45,23,0,1
79,100,79,50,32,5,0,12,3
96,66,46,2,0,48,95,100,5
100,90,62,31,0,10,37,29,6
100,87,57,25,1,0,21,27,6
77,100,81,52,48,17,0,11,3
63,77,99,100,75,50,25,0,1
100,83,54,21,0,8,31,29,6
74,100,70,38,9,3,0,1,2
86,100,67,27,1,14,27,0,6
67,100,75,37,0,4,44,74,8
87,53,53,12,0,42,86,100,5
79,66,31,0,28,64,100,92,8
75,99,100,80,50,23,0,8,3
100,76,46,43,64,64,32,0,4
66,100,88,49,22,22,0,25,2
100,69,34,29,36,51,36,0,4
79,100,80,48,19,1,0,2,2
82,100,82,52,46,20,0,9,3
100,77,55,35,41,46,24,0,4
86,100,90,61,58,27,0,2,5
100,82,46,28,55,73,37,0,4
91,100,82,55,31,11,1,0,2
100,73,34,0,2,31,72,90,0
91,100,70,65,37,6,0,18,3
47,70,100,70,34,0,12,10,1
33,52,76,100,90,60,30,0,1
54,68,83,100,90,62,32,0,1
100,90,62,31,0,10,33,23,6
85,100,70,35,14,8,0,23,2
100,55,0,25,76,100,69,44,0
88,100,86,44,0,15,32,37,7
82,100,68,31,0,16,49,76,8
93,92,100,67,44,28,0,2,5
92,41,47,0,30,76,100,99,5
59,100,81,41,12,1,1,0,2
57,69,85,100,75,50,23,0,1
85,100,82,56,35,13,0,0,2
95,100,75,85,51,17,0,9,9
93,100,60,27,0,36,65,88,8
100,63,17,0,22,66,90,69,0
58,75,96,100,75,49,24,0,1
100,80,51,43,56,62,30,0,4
100,93,60,21,0,26,54,50,6
80,100,74,41,10,4,13,0,2
89,100,73,36,0,11,32,29,7
100,83,51,42,55,84,42,0,4
78,100,68,35,14,20,17,0,2
78,100,83,43,0,14,54,80,8
59,100,96,52,59,70,26,0,9
100,78,57,36,22,32,20,0,4
81,100,67,30,0,8,23,3,2
66,100,51,0,32,89,61,8,0
79,46,12,0,33,67,100,88,8
78,36,0,5,37,83,100,80,0
100,86,54,20,0,26,39,24,6
83,69,33,1,0,29,70,100,0
58,14,0,16,55,95,100,74,0
97,59,100,82,51,0,36,33,8
90,100,90,57,25,0,26,38,7
77,100,86,60,37,8,0,8,3
91,100,69,33,0,27,40,40,7
87,100,63,22,0,29,24,22,7
88,100,77,53,37,14,0,5,3
65,55,81,100,75,68,34,0,9
85,100,73,35,0,5,38,52,7
82,100,64,36,0,20,53,79,8
100,78,53,24,0,13,31,14,6
100,66,37,37,42,72,36,0,4
100,89,59,29,0,9,32,31,7
59,100,62,22,9,17,0,29,2
89,45,4,0,31,75,100,85,0
54,75,100,98,74,49,23,0,1
58,41,0,9,50,78,100,77,8
100,70,36,0,25,58,96,97,8
85,100,89,48,6,0,28,33,7
100,85,62,37,32,42,25,0,4
98,100,82,40,0,6,43,47,7
94,100,95,70,53,27,0,9,5
98,100,82,42,0,5,31,28,7
100,99,84,50,14,0,33,39,7
87,100,83,40,0,34,45,55,7
59,80,100,91,68,45,22,0,1
82,100,87,54,28,10,4,0,2
85,50,52,5,0,52,94,100,5
45,68,93,100,74,48,23,0,1
73,100,67,31,3,8,10,0,2
78,100,82,59,30,3,0,16,3
91,100,92,77,50,27,0,1,5
80,66,70,100,62,69,20,0,9
89,61,19,0,21,63,100,89,0
100,82,54,24,0,4,16,8,6
38,62,87,100,74,49,24,0,1
39,57,79,100,81,54,27,0,1
100,80,49,14,0,23,37,16,6
91,100,96,75,60,46,16,0,5
78,100,93,64,39,11,0,0,2
71,100,82,39,0,7,9,8,1
87,100,77,57,33,9,0,5,3
100,100,75,52,34,9,0,4,3
91,100,92,45,0,4,39,38,7
100,97,69,29,0,35,49,41,7
52,75,100,69,36,4,0,7,1
100,68,26,0,11,54,86,96,0
93,100,77,56,34,9,0,4,3
93,100,72,36,0,14,46,49,7
100,65,30,36,63,79,39,0,4
100,81,52,28,38,55,29,0,4
80,95,100,92,78,47,16,0,5
57,100,86,39,6,3,6,0,2
80,64,41,0,8,54,88,100,5
51,68,85,100,84,56,28,0,1
100,72,33,0,7,42,79,99,0
100,82,46,12,0,33,61,91,8
91,100,87,60,35,7,0,0,2
97,60,22,0,31,62,95,100,8
89,100,61,16,0,31,30,30,7
67,100,78,39,10,20,6,0,2
85,100,89,60,36,11,0,2,2
95,100,71,37,3,0,29,31,6
100,75,49,39,46,57,29,0,4
98,100,65,23,0,37,42,43,7
84,100,78,58,44,25,14,0,3
100,64,20,0,25,69,98,76,0
90,68,85,100,81,67,33,0,9
80,100,77,38,2,0,27,34,7
76,100,95,66,65,48,16,0,9
100,76,63,99,45,28,0,48,8
100,96,60,24,0,26,37,41,7
100,82,53,55,66,77,39,0,4
48,74,100,86,56,44,34,0,9
91,100,83,87,70,42,18,0,9
85,55,10,0,40,71,100,87,8
39,50,65,85,100,69,35,0,1
68,100,68,34,0,16,53,88,8
100,99,61,16,0,32,45,20,6
93,65,80,100,65,80,39,0,9
100,87,56,21,0,17,47,79,0
100,75,48,19,0,8,30,25,6
85,100,81,54,35,35,17,0,2
100,79,54,34,30,45,28,0,4
80,100,67,29,3,15,14,0,2
94,65,18,0,22,66,100,88,0
100,88,43,0,20,56,91,97,8
92,100,98,79,60,42,14,0,5
69,91,100,66,36,18,9,0,2
25,58,98,100,64,29,0,28,8
100,91,64,39,41,55,28,0,4
100,97,61,25,0,30,39,40,7
71,34,0,19,62,100,92,51,0
89,67,33,0,12,66,100,88,5
92,71,97,100,77,69,26,0,9
91,100,72,35,0,13,27,29,7
100,100,53,4,0,34,68,69,0
85,51,7,0,23,67,100,84,0
91,65,31,0,6,38,72,100,0
91,100,97,63,32,0,14,29,7
86,100,97,62,19,0,23,23,7
84,100,98,76,55,35,9,0,3
68,100,90,50,11,0,6,13,2
83,52,17,0,10,40,73,100,0
61,31,0,12,45,77,100,73,8
73,82,100,86,65,43,22,0,1
78,100,85,58,37,14,0,10,3
79,100,78,45,42,11,0,2,3
88,100,67,81,65,28,0,4,9
78,54,82,100,65,28,0,10,9
90,100,67,32,0,28,48,53,7
83,68,91,100,78,47,20,0,9
82,100,97,73,53,33,8,0,3
80,65,100,94,58,19,0,24,9
100,75,44,11,3,25,25,0,6
89,100,67,35,19,30,19,0,2
79,100,84,53,22,0,24,22,7
100,90,67,41,13,0,18,18,6
100,89,51,9,0,27,39,11,6
94,99,100,89,65,41,20,0,7
100,88,52,10,0,26,67,77,0
93,63,100,74,72,40,3,0,9
80,100,63,26,8,30,25,0,2
100,72,44,33,32,35,35,0,4
86,100,88,69,51,26,10,0,3
100,71,35,0,20,54,91,97,0
80,100,69,30,0,30,36,38,7
91,100,67,38,14,13,9,0,2
100,66,10,0,31,85,99,81,0
88,57,28,0,32,73,97,100,5
84,100,75,51,30,12,7,0,2
71,100,100,63,29,0,3,2,2
25,48,73,100,93,62,31,0,1
100,98,69,92,59,25,0,9,9
100,75,48,47,56,68,31,0,4
0,9,28,51,78,100,86,63,9
71,100,100,76,76,59,29,0,9
91,56,15,0,33,64,100,92,8
100,79,64,75,76,51,26,0,4
91,52,15,0,31,70,90,100,5
69,88,100,80,60,40,20,0,1
62,57,80,100,82,54,27,0,9
100,85,53,18,0,19,40,28,6
81,43,0,15,52,87,100,87,8
100,91,75,96,67,82,43,0,9
90,100,83,64,48,32,13,0,3
79,100,81,69,74,38,7,0,9
95,82,81,100,84,67,34,0,9
96,84,74,100,98,62,29,0,9
100,80,63,64,79,57,26,0,4
0,12,35,61,89,100,79,60,9
100,98,83,43,0,25,45,45,7
83,70,24,0,20,62,100,79,0
100,84,54,34,41,64,32,0,4
84,86,100,94,70,45,20,0,1
100,78,46,13,0,23,36,14,6
100,89,60,28,0,18,42,22,6
100,70,40,9,0,22,42,33,6
100,92,49,5,0,28,74,96,0
87,100,93,72,48,34,2,0,5
100,88,47,0,16,56,93,74,8
87,100,72,58,41,12,0,12,3
79,66,36,0,20,61,95,100,5
100,50,65,93,70,49,0,4,9
82,100,82,58,37,14,0,1,2
83,100,74,47,24,0,2,4,2
79,100,75,54,54,28,8,0,3
64,100,90,52,18,8,5,0,2
93,100,74,55,32,8,0,4,3
100,90,55,61,71,32,0,6,9
100,90,63,50,42,57,29,0,4
67,33,0,9,41,73,100,78,8
86,100,70,86,70,27,0,1,9
100,76,46,17,19,38,22,0,6
88,100,91,51,9,0,27,33,7
100,91,94,90,70,45,18,0,7
68,100,81,40,0,0,3,6,1
81,100,85,54,26,9,4,0,2
75,100,73,37,0,16,45,68,8
77,100,98,65,36,10,2,0,2
90,100,68,70,61,27,0,9,9
45,68,88,100,75,51,26,0,1
69,28,0,23,64,100,94,57,0
80,100,83,45,9,0,32,39,7
88,100,70,41,17,0,2,3,2
92,100,63,31,0,30,66,98,8
78,100,74,37,8,18,0,19,2
100,70,40,16,22,45,30,0,4
79,100,83,55,47,20,0,0,3
60,80,100,89,67,45,22,0,1
89,100,70,35,0,21,48,46,7
99,98,100,68,43,11,0,8,3
78,100,84,57,42,12,0,13,3
84,100,65,86,76,31,4,0,9
100,63,38,43,52,80,41,0,4
100,100,81,45,8,0,21,19,7
80,100,72,34,0,7,38,44,7
93,78,76,100,79,46,8,0,9
100,92,78,39,1,0,28,34,7
89,100,82,59,37,18,3,0,3
93,97,100,61,22,0,30,31,7
100,77,42,5,0,31,46,27,6
78,100,85,50,23,2,1,0,2
100,74,44,30,32,51,30,0,4
89,100,81,60,38,16,0,0,3
73,27,0,12,58,100,99,57,0
58,62,85,100,75,51,25,0,1
90,69,24,0,27,71,100,76,0
0,16,41,70,100,95,68,59,9
100,81,54,25,0,6,26,25,6
100,70,46,53,88,67,33,0,4
64,68,87,100,75,49,24,0,1
75,100,93,59,29,3,0,3,2
94,100,100,98,79,52,25,0,7
100,62,96,96,51,0,47,44,8
100,82,41,0,8,47,90,82,0
37,57,80,100,76,50,25,0,1
86,100,69,39,34,66,35,0,4
91,100,64,17,0,37,42,47,7
67,74,91,100,74,49,23,0,1
97,100,75,32,0,26,39,39,7
100,84,54,41,46,59,30,0,4
66,81,100,87,65,43,22,0,1
61,73,100,72,36,1,0,31,8
99,100,81,37,0,24,40,44,7
68,100,82,44,18,7,5,0,2
38,57,80,100,92,61,31,0,1
82,100,72,50,47,14,0,13,3
100,75,47,17,0,12,26,6,6
49,66,87,100,75,50,24,0,1
71,100,81,44,12,2,5,0,2
86,100,78,57,75,62,29,0,9
84,100,94,69,49,35,11,0,3
100,83,61,39,41,47,24,0,4
98,47,3,0,50,98,100,52,0
100,98,62,22,0,25,66,94,0
76,100,88,60,71,68,31,0,9
86,100,89,63,46,25,2,0,3
98,100,72,35,0,20,61,92,8
100,82,58,31,6,0,14,12,6
100,82,55,27,0,10,30,22,6
43,60,80,100,81,54,26,0,1
80,62,48,79,100,67,32,0,9
75,100,94,64,36,5,0,21,3
73,99,100,70,40,9,0,4,3
57,62,80,100,83,55,28,0,1
98,100,84,42,0,22,50,57,7
100,96,73,48,21,0,15,22,6
78,100,94,65,57,42,14,0,9
77,90,100,63,27,21,8,0,1
99,100,96,85,57,32,8,0,5
100,97,75,38,0,18,37,38,7
100,86,58,28,0,9,31,16,6
59,100,81,42,0,8,52,88,8
100,91,58,20,0,24,56,53,6
91,54,22,0,29,80,100,94,5
100,89,50,55,70,94,47,0,4
78,100,91,59,31,3,1,0,2
100,86,53,15,0,26,57,67,6
100,70,21,0,22,66,89,75,0
67,26,0,19,62,100,95,55,0
73,100,75,39,9,10,20,0,2
74,100,88,76,74,37,8,0,9
96,100,86,51,18,0,32,42,7
42,7,0,15,64,100,93,48,0
92,100,71,63,90,66,33,0,9
82,100,97,64,37,15,6,0,2
100,78,51,26,27,44,26,0,4
91,71,45,0,6,58,100,97,5
92,100,95,70,44,18,7,0,3
89,100,89,91,62,36,13,0,9
65,100,51,6,0,19,9,16,2
100,81,54,26,0,5,31,40,6
61,78,100,83,57,30,6,0,1
85,67,74,100,92,61,30,0,9
60,91,100,62,25,9,0,8,1
79,100,82,55,38,9,0,5,3
100,89,60,30,0,18,35,18,6
76,100,78,79,49,12,0,0,9
71,67,77,100,95,62,30,0,1
100,72,46,46,54,68,34,0,4
94,100,79,61,35,12,0,0,3
100,100,99,94,68,44,17,0,7
100,79,48,39,63,57,30,0,4
100,91,72,49,22,0,11,10,6
82,69,30,0,36,84,100,97,5
100,77,21,0,42,93,99,52,0
81,60,2,0,44,99,100,55,0
88,100,63,20,0,26,42,26,6
60,100,98,54,11,0,45,86,8
87,100,90,46,0,4,32,40,7
100,89,58,34,8,5,4,0,2
97,100,81,48,17,0,27,33,7
100,93,94,73,55,29,0,14,5
95,100,84,44,6,0,37,44,7
97,85,41,0,11,63,100,76,8
93,99,100,92,69,46,23,0,7
85,100,83,55,31,6,1,0,2
66,100,89,42,10,5,1,0,1
95,99,100,68,65,28,0,7,5
82,100,81,56,45,17,0,13,3
57,84,100,58,16,5,5,0,1
100,99,74,47,15,0,25,29,6
100,77,93,84,59,34,9,0,9
58,22,0,17,54,88,100,66,0
68,54,19,0,35,68,100,84,8
100,87,63,37,25,37,24,0,4
74,40,0,14,56,93,100,64,0
100,70,48,61,96,65,33,0,4
100,100,89,57,25,0,32,32,7
82,100,65,22,0,24,66,92,0
75,100,68,33,6,3,5,0,2
27,51,75,100,77,52,26,0,1
97,55,10,0,37,83,100,66,0
93,97,100,88,66,43,22,0,7
68,48,64,100,98,61,25,0,9
91,100,99,99,78,53,26,0,7
85,100,81,55,43,20,0,1,3
97,89,49,47,70,100,50,0,4
100,73,48,44,48,58,29,0,4
80,100,90,63,34,5,0,25,3
81,100,94,68,33,0,40,49,7
64,79,100,98,74,49,24,0,1
84,100,77,38,0,12,34,44,7
86,100,72,47,26,9,1,0,2
76,100,91,58,32,6,2,0,2
100,79,48,47,58,67,34,0,4
89,100,70,27,0,30,36,39,7
82,100,80,61,44,14,0,10,3
89,44,1,0,36,79,100,92,0
49,79,100,68,27,0,35,63,8
100,92,78,62,47,31,16,0,1
55,63,79,100,76,50,24,0,1
82,100,70,40,8,0,1,3,2
89,86,49,11,0,32,73,100,0
99,77,36,0,34,68,100,78,8
98,78,0,41,100,58,85,13,0
71,100,87,73,54,16,0,9,9
84,56,11,0,38,81,100,87,0
100,74,23,0,20,71,99,96,0
94,83,76,100,96,61,30,0,9
100,88,59,28,2,0,15,4,6
35,60,84,100,75,51,25,0,1
100,69,34,0,2,32,28,1,6
100,96,67,33,0,1,18,10,6
61,8,0,31,80,100,69,20,0
93,100,98,83,62,42,21,0,7
100,88,66,90,78,42,9,0,9
100,91,59,51,77,60,30,0,4
100,70,27,0,17,59,90,76,0
100,69,33,29,42,84,46,0,4
42,68,100,84,49,14,0,11,1
77,100,72,39,0,1,38,77,8
100,81,53,56,89,64,32,0,4
73,100,84,42,0,10,56,86,8
91,63,29,0,32,67,100,83,8
100,95,70,87,50,9,0,4,9
85,70,68,100,99,66,25,0,9
79,100,60,25,2,3,0,1,2
84,100,87,60,31,3,0,23,3
100,76,75,99,90,56,24,0,9
83,100,80,52,27,10,5,0,2
88,100,91,46,1,0,27,37,7
90,100,93,76,61,42,12,0,5
100,79,52,48,70,54,27,0,4
75,100,61,27,0,18,55,85,8
92,100,74,53,39,13,0,6,3
90,71,100,72,72,33,0,18,9
77,100,68,36,0,5,38,66,8
100,97,68,37,6,0,23,19,6
78,100,75,46,24,1,0,4,2
27,57,100,91,56,25,0,22,8
21,46,73,100,84,56,28,0,1
93,100,92,73,61,40,10,0,5
77,100,76,33,0,14,16,17,1
100,87,54,32,46,55,32,0,4
99,80,37,0,16,58,100,95,0
82,100,79,39,0,16,40,51,7
100,94,62,29,0,18,31,8,6
95,55,58,11,0,52,99,100,5
65,34,0,0,34,65,100,77,8
0,24,53,81,100,67,34,1,1
100,90,62,31,0,1,29,21,6
80,100,77,49,28,2,0,21,3
74,100,91,53,21,0,0,3,2
100,78,39,0,6,41,42,16,6
64,89,100,55,9,2,0,5,1
90,53,11,0,28,70,100,75,0
90,100,59,11,0,32,35,39,7
79,65,19,0,18,62,100,96,0
97,73,32,0,24,54,86,100,8
100,98,58,25,0,17,19,2,2
87,59,10,0,29,77,100,68,0
70,100,78,36,5,2,2,0,1
68,64,88,100,78,49,23,0,9
87,100,74,67,57,12,0,11,9
100,77,53,28,15,39,25,0,4
94,100,78,48,23,9,5,0,2
37,53,76,100,81,53,25,0,1
100,83,59,33,4,0,18,18,6
77,100,64,27,0,3,6,3,2
40,61,85,100,75,50,24,0,1
99,100,77,94,70,43,20,0,9
91,95,46,0,23,50,87,100,8
100,83,56,27,0,2,27,11,6
87,100,71,38,9,0,8,0,2
100,87,66,44,20,0,10,20,6
52,48,50,51,0,29,83,100,5
71,52,16,0,36,68,100,93,8
93,64,25,0,42,96,100,100,5
100,65,90,91,65,53,13,0,9
45,67,91,100,75,50,25,0,1
78,100,67,33,7,0,1,0,2
90,70,91,100,77,73,38,0,9
72,100,86,61,49,13,0,19,3
85,100,96,88,54,40,6,0,5
75,100,68,32,0,22,57,83,8
69,100,66,28,0,23,56,82,8
95,72,36,0,24,57,90,100,8
80,100,76,38,12,6,19,0,2
76,100,69,37,0,20,55,83,8
81,100,83,49,23,1,0,1,2
100,84,58,27,0,1,29,34,6
77,100,89,62,43,12,0,2,3
100,81,57,28,0,10,25,14,6
91,100,91,46,0,3,32,35,7
89,100,80,40,0,15,35,35,7
100,86,57,29,30,54,28,0,4
79,100,83,53,28,0,1,30,3
97,96,49,35,48,100,52,0,4
100,78,36,0,17,58,97,89,0
0,14,33,57,83,100,80,74,9
100,58,13,0,38,81,98,65,0
37,55,77,100,77,52,26,0,1
70,100,77,44,15,15,14,0,2
94,92,48,5,0,45,84,100,8
73,100,67,34,0,10,47,77,8
78,64,72,100,90,59,29,0,9
56,100,90,53,21,0,44,85,8
100,65,29,31,33,71,35,0,4
45,10,0,30,72,100,88,61,0
91,59,44,10,0,51,95,100,5
71,80,100,93,69,46,23,0,1
100,98,77,57,53,24,4,0,5
100,74,56,56,83,55,27,0,4
93,100,58,17,0,43,87,89,8
78,100,62,27,18,10,0,31,2
100,73,53,63,78,53,27,0,4
73,100,77,43,11,21,15,0,2
96,100,77,59,46,23,0,5,3
91,98,100,94,71,46,23,0,7
81,100,84,59,38,17,0,3,2
100,50,40,0,14,70,95,94,5
97,100,95,60,28,0,36,39,7
67,99,100,56,10,0,0,3,1
100,96,70,43,15,0,23,34,7
65,59,88,100,80,49,22,0,9
59,24,0,14,46,85,100,79,0
50,68,93,100,75,50,25,0,1
59,100,47,5,7,16,0,4,2
93,100,83,64,46,29,11,0,2
90,100,83,47,13,0,29,29,7
49,59,80,100,84,56,28,0,1
96,64,91,100,58,49,0,18,9
100,89,61,28,0,8,38,45,6
8,30,61,92,100,67,34,0,1
74,100,68,24,0,9,12,18,1
100,80,50,36,37,61,30,0,4
97,98,100,65,57,27,0,17,5
100,92,69,43,14,0,21,20,6
100,79,51,21,0,9,27,19,6
41,62,81,100,77,50,24,0,1
90,100,95,64,32,0,24,26,7
66,89,100,63,25,0,2,4,1
100,92,64,37,27,46,28,0,4
83,100,79,60,49,19,0,10,3
100,100,99,96,73,47,13,0,7
58,82,100,75,50,24,2,0,1
41,71,100,59,16,0,4,5,1
86,59,18,0,30,74,94,100,5
100,77,55,31,29,46,23,0,4
76,100,81,52,35,6,0,5,3
81,100,74,64,71,34,0,8,9
100,67,38,28,32,53,34,0,4
79,100,86,58,29,5,0,5,1
69,84,100,95,71,47,21,0,1
94,62,31,0,27,72,100,97,5
100,67,32,0,29,71,88,90,5
71,100,71,31,3,10,8,0,2
95,100,94,51,6,0,35,38,7
82,100,91,75,48,21,7,0,5
58,97,100,59,22,0,10,1,2
100,75,46,13,1,20,27,0,6
94,100,64,27,0,34,45,45,7
72,100,90,53,16,0,2,2,1
66,100,78,33,0,40,55,69,7
100,90,62,30,2,0,19,19,6
48,69,89,100,76,51,25,0,1
36,67,100,74,39,9,0,0,1
92,70,100,91,75,34,0,8,9
80,100,88,50,20,12,19,0,2
90,100,76,51,46,20,0,7,3
99,100,68,32,0,30,63,86,8
77,43,2,0,39,84,100,76,0
56,100,74,42,0,1,45,83,8
74,44,0,4,55,100,84,30,0
88,100,63,30,0,15,39,38,7
77,100,74,37,0,13,48,74,8
100,69,44,0,29,79,99,99,5
100,76,47,36,48,64,31,0,4
88,100,67,34,8,14,19,0,2
78,100,98,71,40,13,0,3,2
80,100,80,51,28,7,0,5,2
66,25,0,8,53,95,100,59,0
92,70,36,0,1,31,67,100,0
97,100,78,55,32,14,5,0,2
100,69,33,0,1,32,37,18,6
97,100,74,40,6,0,22,24,7
79,59,16,0,46,94,100,86,5
97,100,82,48,15,0,32,43,7
100,58,17,0,19,64,92,90,0
100,92,65,36,4,0,20,15,6
72,75,100,81,61,74,40,0,9
100,98,59,21,0,35,40,41,7
100,79,37,0,19,62,97,73,0
95,100,80,59,65,89,47,0,4
65,100,82,40,6,0,4,2,2
94,57,18,0,37,78,95,100,5
70,99,100,68,43,13,0,12,3
80,100,86,64,44,19,0,1,3
85,98,100,59,48,23,0,10,5
72,78,91,100,75,50,25,0,9
80,100,83,49,19,0,17,2,2
97,61,14,0,30,78,100,76,0
41,63,81,100,83,55,27,0,1
82,100,78,57,51,20,2,0,3
94,72,33,0,27,63,100,94,8
97,48,1,0,46,97,100,58,0
54,54,23,0,34,69,100,75,8
93,100,75,37,0,16,41,45,7
88,100,74,95,89,51,14,0,9
31,2,26,69,100,73,30,0,0
94,92,100,99,51,0,24,36,7
83,83,42,0,20,61,100,95,8
67,100,95,64,72,69,33,0,9
55,100,92,45,4,0,10,12,2
81,100,64,31,0,22,58,88,8
85,100,60,24,0,2,4,4,2
98,58,18,0,15,58,94,100,0
100,84,41,0,0,20,61,96,0
87,59,13,0,25,68,100,94,0
100,78,48,16,0,20,40,25,6
74,42,9,0,38,76,100,82,8
88,100,69,82,58,22,0,13,9
61,100,88,43,13,17,0,1,2
95,100,74,35,0,25,46,47,7
54,100,98,48,6,2,9,0,2
100,95,63,47,27,4,0,13,3
100,73,48,37,40,59,30,0,4
85,100,72,65,93,66,33,0,9
82,100,91,64,40,14,3,0,3
63,83,100,80,60,40,20,0,1
100,73,45,14,0,10,19,10,6
100,75,44,32,46,68,34,0,4
97,100,67,98,62,21,0,15,9
100,67,34,0,8,39,73,88,0
64,26,0,12,46,85,100,80,0
49,74,100,94,65,37,9,0,1
100,84,59,29,1,0,27,48,6
90,100,73,48,25,5,0,0,2
92,100,70,44,28,4,0,15,3
84,100,93,64,52,24,0,1,3
100,94,56,18,0,23,31,8,6
100,100,72,43,13,0,25,32,7
100,97,76,54,37,21,6,0,3
89,100,56,20,1,23,8,0,2
100,75,50,40,49,47,25,0,4
54,65,87,100,75,50,24,0,1
96,100,90,63,42,16,0,2,3
100,80,60,39,23,34,20,0,4
96,76,100,50,7,0,14,23,1
100,100,88,44,0,22,33,29,7
87,96,100,87,65,44,22,0,7
95,59,10,0,37,85,100,81,0
