@relation input_channel_0

@attribute channel_0_0 numeric
@attribute channel_0_1 numeric
@attribute channel_0_2 numeric
@attribute channel_0_3 numeric
@attribute channel_0_4 numeric
@attribute channel_0_5 numeric
@attribute channel_0_6 numeric
@attribute channel_0_7 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
87,54,24,61,37,0,52,100,8
48,15,0,12,52,86,100,76,0
14,36,77,53,18,0,50,100,2
46,31,8,0,56,100,65,54,4
0,7,49,87,100,62,25,16,0
39,67,74,78,86,100,39,0,1
5,3,86,85,28,100,84,0,3
26,63,73,71,100,84,41,0,3
64,100,62,0,29,93,87,60,9
27,2,13,70,100,93,35,0,0
26,66,100,79,85,90,44,0,3
57,18,4,39,94,100,60,0,0
98,72,54,100,85,70,45,0,9
45,20,0,23,100,92,77,70,4
17,0,35,74,100,76,37,2,0
34,0,30,83,100,65,15,7,0
100,62,34,19,55,100,58,0,6
45,68,100,39,5,68,85,0,8
100,72,38,0,44,90,88,82,4
98,36,0,30,89,100,42,9,5
0,36,69,99,100,92,84,76,1
0,35,67,100,93,86,82,81,1
63,33,0,41,100,72,64,49,4
32,0,77,60,60,97,100,19,9
88,9,8,55,0,37,100,44,8
46,77,100,70,92,93,47,0,3
100,58,34,25,58,79,39,0,6
0,37,84,76,80,100,62,15,3
100,62,26,0,14,68,63,12,6
60,94,88,56,100,100,67,0,9
100,56,12,0,30,78,94,66,0
18,22,0,28,94,98,100,91,4
66,100,85,46,50,83,46,0,5
79,42,27,68,50,0,45,100,8
0,40,100,91,77,62,29,81,7
94,35,3,0,74,100,21,19,6
37,43,96,61,86,100,48,0,3
0,50,100,94,81,65,50,54,1
24,52,67,57,39,0,50,100,1
100,29,27,86,59,0,45,99,8
27,0,1,33,73,100,91,52,0
8,0,12,58,96,100,59,11,0
16,0,66,86,19,8,12,100,5
0,52,100,96,79,50,28,83,7
0,23,63,100,86,50,22,9,1
36,30,78,55,0,62,100,9,8
27,68,100,54,84,98,54,0,3
25,5,7,48,94,100,55,0,0
68,63,15,68,100,98,51,0,9
60,89,96,68,34,0,51,100,2
85,23,0,13,78,100,84,16,0
86,28,0,36,91,100,81,44,9
0,42,95,79,63,63,74,100,1
66,100,83,42,96,95,64,0,9
0,45,90,100,86,73,66,62,1
39,73,99,73,100,87,42,0,3
30,0,59,55,10,20,34,100,5
100,59,29,4,15,64,52,0,6
69,27,1,0,35,91,100,45,6
21,58,95,67,96,100,52,0,3
0,54,91,100,83,67,50,48,1
87,45,14,0,42,100,77,18,6
54,72,76,57,26,0,50,100,2
72,42,4,0,45,100,57,12,6
65,72,1,32,61,0,32,100,8
11,20,95,100,29,0,0,71,5
30,4,68,41,0,57,100,0,8
45,22,70,100,62,88,48,0,3
27,3,0,69,100,90,85,87,4
8,9,45,37,0,20,66,100,2
32,20,0,36,92,100,66,58,4
0,25,49,27,0,24,62,100,2
26,68,100,72,70,90,48,0,3
53,33,0,19,87,100,65,47,4
100,71,32,12,50,63,40,0,5
25,7,0,56,100,99,75,66,4
8,63,100,79,42,0,37,100,2
51,18,0,20,63,95,100,66,0
47,80,66,81,100,76,36,0,3
11,58,100,73,50,28,0,70,1
0,34,64,93,100,88,75,64,1
0,16,59,99,100,74,51,34,1
100,72,41,12,9,57,47,0,6
17,18,46,39,0,34,88,100,2
36,0,7,61,100,61,37,24,0
0,40,79,67,64,100,70,23,7
100,61,50,72,38,0,31,78,8
100,79,24,0,42,92,67,25,5
25,20,67,55,20,0,43,100,5
42,53,87,61,22,0,50,100,2
0,31,66,100,88,73,61,53,1
36,71,100,72,36,0,33,88,2
86,39,51,69,84,100,59,0,9
44,0,32,85,61,41,100,72,8
49,16,0,36,79,100,63,23,0
0,34,76,100,95,85,76,88,1
48,20,0,55,100,90,86,73,4
100,53,22,14,58,97,58,0,6
12,57,76,56,28,0,42,100,2
0,44,72,71,70,56,49,100,7
26,0,23,83,100,79,56,37,4
53,80,96,68,23,0,51,100,2
67,54,0,36,61,15,51,100,8
95,74,6,0,64,100,73,15,9
64,41,18,0,36,100,92,69,4
39,58,83,70,33,0,50,100,2
100,61,0,8,82,92,64,8,0
12,62,100,23,41,86,82,0,8
11,0,25,68,100,96,57,20,0
98,64,38,31,72,100,51,0,6
62,21,0,25,68,100,97,67,0
0,0,38,77,100,82,42,9,0
17,25,85,0,27,23,100,19,8
0,43,100,91,72,50,14,74,7
51,68,100,75,82,84,42,0,3
0,55,71,62,64,22,36,100,7
1,38,49,34,16,0,49,100,7
24,71,85,53,83,100,52,0,3
3,37,100,54,0,85,69,58,9
0,50,88,66,29,5,41,100,7
69,0,22,96,96,33,93,100,8
100,58,25,8,31,82,45,0,6
96,55,0,18,100,95,64,39,4
19,84,84,63,37,0,16,100,7
36,56,73,49,0,34,73,100,2
10,0,20,65,99,100,61,16,0
0,61,100,94,65,42,35,68,1
11,85,87,0,23,100,71,10,8
23,13,66,33,0,59,100,28,8
0,48,84,73,65,48,37,100,7
73,28,0,5,60,100,82,66,4
0,53,88,63,33,36,39,100,7
28,99,69,22,51,100,67,0,5
0,60,94,69,50,26,18,100,7
0,85,100,75,66,51,11,91,7
0,38,74,74,55,32,60,100,7
0,41,94,100,68,35,6,0,1
0,28,62,54,27,22,61,100,2
24,3,84,59,0,1,11,100,5
0,46,77,100,92,92,95,74,1
54,78,90,67,29,0,49,100,2
36,66,83,81,100,82,38,0,3
63,100,75,41,31,56,36,0,5
52,30,96,65,28,100,80,0,9
54,17,0,38,81,100,77,32,0
69,38,13,7,41,100,57,0,6
0,30,48,76,79,76,76,100,1
0,4,51,100,96,68,40,15,1
86,36,1,0,56,100,51,2,6
34,100,71,18,38,89,61,0,5
1,16,61,50,21,0,46,100,2
29,65,63,42,24,0,50,100,1
70,96,100,78,76,72,37,0,3
27,75,76,52,92,100,51,0,3
0,45,87,61,30,22,40,100,7
0,53,91,72,31,5,46,100,7
1,23,74,52,51,45,0,100,1
16,0,20,53,92,100,72,33,0
67,100,88,59,87,92,46,0,3
13,79,87,50,21,10,0,100,7
63,36,0,84,100,81,79,75,4
36,6,0,36,84,100,72,62,4
24,59,100,63,25,21,36,0,5
0,12,47,40,10,16,58,100,2
36,0,37,25,1,7,43,100,5
0,29,57,87,100,87,70,58,1
37,11,0,26,74,100,81,36,0
31,0,47,97,44,31,95,100,8
63,66,100,65,28,0,47,88,2
24,55,77,21,0,51,100,30,8
10,56,76,65,37,0,50,100,7
5,30,60,41,5,0,49,100,2
3,42,88,65,26,0,51,100,2
100,46,9,0,21,80,67,3,6
70,37,0,40,100,87,57,31,4
1,52,69,50,29,0,47,100,7
40,79,100,65,87,87,42,0,3
48,12,0,43,91,100,62,13,0
37,31,100,49,0,75,67,34,9
0,53,100,70,32,9,19,89,7
100,73,18,11,66,74,49,0,9
72,3,100,49,29,0,53,33,8
1,47,52,46,40,0,41,100,7
67,39,0,63,100,67,53,40,4
69,100,76,26,0,46,81,77,9
100,71,38,78,88,64,35,0,9
32,67,95,4,12,95,100,0,8
0,28,55,81,100,82,67,56,1
72,42,0,61,79,1,50,100,8
100,53,15,10,66,99,42,0,6
37,0,80,41,3,100,92,47,9
66,30,8,0,31,75,100,89,0
55,20,0,0,41,100,78,27,6
2,28,53,31,0,35,67,100,2
70,38,6,0,65,100,88,80,4
42,72,98,74,31,0,51,100,2
44,6,0,46,92,100,64,21,0
83,18,37,61,0,53,100,22,8
44,100,57,11,28,74,51,0,5
53,49,100,86,52,0,15,74,2
0,52,76,15,54,100,49,9,8
18,16,0,22,100,86,61,61,4
22,69,73,56,32,0,46,100,7
20,6,44,95,100,69,15,0,0
48,8,48,43,0,6,41,100,5
30,57,81,0,25,100,77,31,9
0,35,67,61,45,21,40,100,7
34,24,0,8,59,100,69,14,0
32,0,2,51,93,100,67,23,0
49,14,0,18,81,100,86,49,0
0,35,100,81,44,8,9,49,7
0,26,68,84,75,55,57,100,7
0,47,100,75,50,92,77,25,3
0,8,33,37,25,45,72,100,2
28,5,0,35,78,100,89,60,0
29,97,78,0,45,100,80,9,8
0,49,94,100,82,65,43,29,1
43,68,100,82,76,78,36,0,3
25,57,85,56,84,100,52,0,3
95,59,51,100,98,92,59,0,9
84,27,6,65,89,100,69,0,9
0,49,60,55,65,21,28,100,7
47,84,100,35,73,93,48,0,9
2,42,100,76,42,85,56,0,3
62,5,2,64,90,100,57,0,9
67,27,0,15,73,100,40,3,6
16,50,71,45,0,10,57,100,2
0,24,62,66,56,43,49,100,7
100,75,44,19,0,26,49,2,6
75,30,1,0,57,100,45,10,6
0,8,55,95,100,82,55,26,7
78,29,0,2,55,100,98,51,0
71,87,94,47,100,98,67,0,9
29,62,74,52,4,0,56,100,2
68,59,25,0,54,100,98,86,4
44,71,100,73,61,68,36,0,3
43,15,0,13,71,100,100,39,0
0,24,46,47,47,19,58,100,7
43,79,63,34,0,11,56,100,2
37,1,9,58,100,97,48,0,0
6,8,48,23,5,0,41,100,5
60,94,100,72,39,0,46,94,2
0,24,60,61,41,16,58,100,2
0,26,66,100,96,72,48,31,1
53,7,21,56,63,100,64,0,9
27,41,0,43,84,100,93,82,4
0,36,69,91,100,81,47,64,9
95,100,39,0,55,93,76,55,9
51,46,29,0,36,72,100,48,8
59,0,31,100,93,63,37,11,4
42,48,52,8,0,11,53,100,5
0,57,100,79,64,57,57,93,1
86,21,0,51,98,100,88,84,9
96,44,14,7,57,100,57,0,6
30,62,64,29,62,100,58,0,8
96,14,42,45,0,100,54,18,9
0,61,85,44,51,100,63,5,3
100,64,23,63,97,79,48,0,9
97,25,100,67,0,83,40,13,9
100,54,0,33,85,67,36,37,9
53,5,0,60,100,79,55,31,4
0,33,66,90,100,57,25,58,9
0,67,87,57,35,9,32,100,7
49,11,0,39,89,100,69,35,0
50,22,0,45,100,100,88,84,4
0,46,91,100,85,72,61,62,1
59,20,0,8,66,100,46,14,6
100,53,17,4,33,90,60,0,6
27,8,0,14,65,100,62,14,6
59,19,0,15,60,97,100,61,0
43,100,96,47,53,91,58,0,5
43,0,67,85,17,83,100,17,8
56,91,81,61,100,87,38,0,3
18,30,78,52,10,0,21,100,5
69,52,100,64,82,96,61,0,9
42,80,100,70,32,0,39,100,2
37,63,83,62,30,0,50,100,2
0,28,48,38,92,100,61,9,3
10,29,60,46,19,0,50,100,2
26,61,69,79,100,81,41,0,3
73,12,0,65,100,99,65,3,9
50,41,0,3,80,100,59,29,4
43,83,78,9,57,100,57,0,8
100,71,58,93,76,69,40,0,9
52,18,0,9,61,100,54,18,6
0,48,100,73,51,41,21,78,7
0,16,69,100,65,45,31,20,7
0,27,28,25,19,1,50,100,1
0,9,40,33,11,18,60,100,2
49,44,23,43,47,0,40,100,8
0,30,84,76,44,5,46,100,2
100,64,45,81,85,81,52,0,9
0,26,68,100,76,55,42,40,1
16,8,43,87,100,75,25,0,0
0,57,100,78,47,16,19,86,7
24,58,56,30,0,12,56,100,2
73,0,23,77,50,7,52,100,8
0,16,51,42,10,21,65,100,2
20,14,0,3,77,100,96,96,4
0,35,71,45,84,100,57,3,3
17,46,100,89,60,34,17,0,1
0,65,85,51,19,12,29,100,7
34,14,68,84,70,100,53,0,3
17,46,75,44,94,100,51,0,3
69,31,29,76,81,100,58,0,9
71,44,0,57,100,82,66,60,4
0,52,88,73,58,36,39,100,7
0,50,82,58,22,9,29,100,7
45,9,72,47,55,100,67,0,9
0,45,100,67,31,10,27,93,7
7,52,81,46,55,100,56,0,3
0,51,100,77,56,38,23,76,7
81,39,17,22,78,100,45,0,6
31,35,77,76,43,0,48,100,2
39,12,0,38,85,100,95,86,4
33,74,93,54,74,100,56,0,3
5,0,38,81,100,78,31,10,0
0,26,63,100,76,51,32,20,1
40,0,1,45,88,100,61,15,0
0,44,80,100,86,38,33,83,9
89,34,9,0,26,98,100,32,6
36,0,32,93,100,74,52,31,4
0,41,79,100,87,76,65,57,1
0,28,65,43,12,12,56,100,2
7,0,57,100,58,33,19,22,7
29,20,100,15,14,25,90,0,8
61,18,0,15,72,100,100,50,0
0,35,67,100,87,69,56,46,1
65,79,35,0,72,100,61,32,4
0,36,58,42,23,22,61,100,7
0,43,78,100,95,87,84,96,1
0,63,87,73,63,8,29,100,7
33,0,3,52,100,69,51,41,4
73,32,100,95,64,27,5,0,1
53,100,92,55,58,51,0,29,8
0,37,72,73,49,33,62,100,7
19,44,81,67,30,0,50,100,2
0,18,49,81,100,85,69,63,1
38,80,88,39,84,100,47,0,3
60,35,8,0,46,100,70,25,6
0,40,74,100,90,78,65,65,1
16,29,61,52,24,0,50,100,2
80,46,0,42,100,98,88,75,9
0,34,89,93,54,100,92,39,3
69,42,0,9,77,100,62,33,4
17,0,31,84,100,71,23,3,0
86,34,0,9,57,100,94,51,0
56,66,0,23,90,100,87,92,9
0,35,89,68,58,100,71,8,3
100,51,11,44,43,0,22,65,8
95,50,19,0,18,73,100,44,6
100,56,27,6,20,91,69,0,6
0,32,65,99,100,88,79,84,1
100,60,0,26,81,90,59,30,9
44,50,100,82,92,89,38,0,3
5,25,75,63,80,100,51,0,3
0,15,59,100,100,78,57,37,1
0,46,87,74,68,100,93,44,7
100,61,33,11,0,24,59,17,6
59,60,7,0,53,100,80,32,9
12,36,44,37,46,100,47,0,1
62,100,62,29,33,55,38,0,5
0,61,81,60,40,15,37,100,7
100,60,26,0,16,73,56,3,6
86,56,0,48,71,11,45,100,8
100,53,16,0,49,99,64,5,6
50,36,63,17,0,6,48,100,5
58,24,0,100,97,55,52,53,4
0,30,62,48,24,14,57,100,2
70,45,11,0,57,100,67,0,6
41,5,0,39,83,100,57,11,0
29,7,42,90,100,75,25,0,0
38,62,87,67,31,0,50,100,2
100,69,16,47,100,91,54,0,9
0,50,97,86,59,46,47,100,7
5,0,44,87,100,68,25,20,0
91,27,0,67,100,85,81,88,9
0,35,74,68,40,18,58,100,2
25,11,0,3,89,100,57,36,4
33,7,57,52,0,8,28,100,5
0,49,100,93,93,99,51,0,3
79,57,65,100,83,59,32,0,9
32,51,56,35,0,27,63,100,2
79,42,10,0,24,100,88,8,6
21,65,100,85,79,77,60,0,1
100,48,0,32,77,80,77,75,9
27,73,85,80,76,0,4,100,1
41,56,89,65,84,100,51,0,3
100,69,46,27,32,68,40,0,6
88,52,33,82,93,100,53,0,9
0,36,73,100,98,86,74,60,1
17,0,8,67,100,74,64,55,4
70,98,100,70,75,62,26,0,3
0,33,67,100,89,67,51,50,7
35,38,6,67,100,76,34,0,4
100,69,43,18,0,16,34,3,6
30,8,36,2,0,14,54,100,5
51,17,17,63,100,83,29,0,0
40,5,8,62,100,92,38,0,0
51,41,10,10,57,100,53,0,6
81,96,0,49,96,13,33,100,8
0,49,100,83,77,65,41,97,7
17,46,40,17,0,33,67,100,2
0,62,100,81,55,26,10,73,7
20,79,60,20,55,100,53,0,5
0,46,87,78,63,42,41,100,7
77,13,62,100,24,48,72,0,8
0,32,81,100,84,70,60,59,7
0,22,53,45,21,15,57,100,2
0,43,49,19,48,100,38,3,1
100,52,0,18,70,82,42,1,5
44,79,100,73,82,80,42,0,3
12,50,83,66,49,0,39,100,1
100,81,48,19,0,30,51,8,6
78,60,100,54,66,86,70,0,9
4,0,46,99,100,72,20,7,0
18,50,100,30,24,84,90,0,8
71,39,11,0,42,100,74,53,4
49,14,28,78,100,71,18,0,0
29,0,35,82,100,71,41,16,4
0,55,100,72,46,33,10,69,7
68,34,0,8,57,100,88,40,0
15,38,55,37,3,0,50,100,2
0,34,70,100,83,68,55,47,1
17,3,14,66,100,90,39,0,0
12,0,57,100,94,75,57,40,7
100,56,0,14,77,90,61,10,9
0,0,57,100,64,45,37,44,7
6,55,70,32,68,100,56,0,3
20,9,0,66,100,75,71,73,4
14,2,0,50,92,100,76,53,4
47,57,100,70,93,74,28,0,3
0,30,100,85,49,30,20,80,7
0,31,72,100,87,74,72,82,1
0,48,83,80,75,37,46,100,7
24,57,55,30,0,31,69,100,2
0,22,64,54,24,2,51,100,2
12,0,2,52,100,82,73,66,4
0,40,64,55,38,15,57,100,7
39,69,96,60,100,88,43,0,3
26,13,29,72,100,85,45,0,0
49,100,54,8,35,0,6,71,8
100,56,38,25,16,9,3,0,1
0,40,77,100,91,88,88,94,1
0,27,35,18,6,41,78,100,2
68,20,0,22,70,100,94,57,0
77,43,34,0,23,66,100,39,8
73,14,19,100,56,0,76,14,0
72,73,29,66,100,92,48,0,9
39,17,31,74,100,87,44,0,0
25,2,5,51,100,98,55,0,0
100,51,0,40,80,58,29,8,9
60,28,7,0,33,100,87,22,6
11,43,83,100,60,31,9,0,1
53,26,9,18,79,100,38,0,6
100,67,29,0,15,70,71,19,6
2,0,41,77,100,67,30,11,0
0,8,64,100,88,64,42,35,7
70,17,36,89,88,100,68,0,9
17,5,0,58,100,60,30,6,4
38,1,0,40,88,100,66,17,0
46,1,0,64,100,75,65,62,4
0,29,63,56,41,31,26,100,1
0,50,100,40,13,74,23,12,8
37,0,21,100,92,56,37,18,4
49,61,0,42,81,26,43,100,8
49,31,71,11,0,49,100,0,8
70,27,49,93,90,100,52,0,9
76,88,27,0,62,100,90,40,9
38,69,76,46,3,0,50,100,2
35,60,100,72,97,80,32,0,3
89,43,0,49,100,84,53,38,9
0,26,45,27,6,29,65,100,2
0,41,91,73,50,32,45,100,7
30,100,65,0,37,100,78,8,5
12,2,0,63,100,86,80,74,4
100,49,24,100,91,0,66,93,8
53,99,100,61,83,95,48,0,3
24,76,65,30,93,100,61,0,9
75,41,19,65,59,0,43,100,8
100,57,21,0,10,78,82,9,6
37,60,81,63,29,0,50,100,2
6,47,62,8,48,100,51,0,8
0,41,73,100,85,73,61,56,1
34,92,53,0,49,100,86,26,5
36,77,71,55,43,0,50,100,1
18,18,0,43,100,98,49,25,4
50,21,0,25,76,100,79,29,0
0,38,67,59,41,34,58,100,7
48,28,14,10,35,100,53,0,6
36,9,73,54,0,10,29,100,5
13,73,94,0,27,82,100,27,8
0,27,51,75,100,92,86,86,1
100,59,20,0,15,78,78,12,6
55,68,85,68,100,80,34,0,3
6,37,66,54,27,0,53,100,2
74,32,13,15,71,100,47,0,6
0,49,73,65,62,8,23,100,1
30,0,1,55,99,100,63,18,0
0,22,39,37,31,21,60,100,7
23,0,3,44,88,100,71,26,0
77,63,91,54,0,49,100,46,8
35,79,70,40,0,4,53,100,2
48,13,0,43,84,100,64,26,0
33,68,68,61,42,0,50,100,1
90,41,15,68,100,75,40,0,9
87,44,24,70,100,89,46,0,9
75,47,17,0,67,100,97,94,4
24,40,64,36,0,13,63,100,2
0,39,71,100,88,67,45,17,1
100,73,32,4,0,66,88,20,6
16,39,49,28,0,32,68,100,2
0,37,68,98,100,95,85,80,1
100,60,53,90,82,66,37,0,9
69,10,34,50,0,62,100,36,8
68,55,27,0,14,100,73,52,6
10,55,71,40,2,0,50,100,2
100,64,36,14,0,23,57,24,6
21,0,39,100,68,26,8,85,5
0,64,100,34,21,69,80,8,8
17,25,45,5,0,5,53,100,5
46,55,100,42,75,82,63,0,9
0,58,94,100,82,67,58,58,1
28,57,61,33,0,17,59,100,2
24,46,100,45,0,66,69,45,9
44,69,100,67,76,77,37,0,3
35,89,100,36,33,95,60,0,5
97,60,35,68,49,0,39,100,8
95,60,35,63,24,0,41,100,8
44,1,39,38,0,49,100,34,8
33,67,100,80,42,0,42,87,2
56,18,0,57,71,12,62,100,8
2,28,68,67,37,0,48,100,2
100,54,18,0,24,78,62,6,6
33,64,100,68,78,86,44,0,3
100,68,40,20,24,59,36,0,6
0,40,85,73,62,38,49,100,7
7,44,100,69,47,91,85,0,7
5,23,6,0,65,100,89,93,4
2,48,77,60,100,83,23,0,3
19,39,0,29,100,98,86,92,4
55,9,0,29,83,100,79,21,0
0,31,68,94,100,63,36,82,9
29,18,29,78,100,82,36,0,0
0,34,68,100,72,50,30,22,1
0,19,43,36,13,11,57,100,2
66,0,38,90,11,36,100,18,8
67,41,16,73,78,0,35,100,8
100,45,0,22,54,63,61,64,9
76,75,0,35,95,47,57,100,8
49,31,0,50,100,87,65,43,4
9,30,65,95,100,72,32,0,0
26,0,33,53,15,22,39,100,5
0,34,88,100,78,66,53,41,1
100,53,28,34,79,76,39,0,5
11,0,43,100,88,87,84,87,4
50,4,38,100,25,0,54,6,8
24,37,54,31,0,45,88,100,2
19,0,18,100,100,62,25,0,4
15,48,64,38,8,0,48,100,2
9,72,96,41,57,100,68,0,3
34,0,42,83,100,86,62,46,7
44,72,100,74,37,0,7,65,2
34,16,59,33,0,10,48,100,5
0,49,100,89,60,30,24,77,7
0,48,71,74,75,9,19,100,1
25,95,100,72,55,45,0,43,7
69,10,0,54,100,94,61,14,9
6,0,33,74,100,94,53,16,0
0,38,65,100,88,72,60,45,1
30,46,49,27,0,33,66,100,2
20,74,100,78,41,0,11,78,2
0,60,100,72,40,4,25,92,7
0,16,52,90,100,82,64,50,1
44,36,84,26,72,100,67,0,9
100,43,7,0,31,87,71,11,6
0,35,68,95,100,81,62,47,1
36,77,69,50,35,0,50,100,1
48,21,0,37,100,95,95,96,4
30,81,43,14,58,100,48,0,5
100,67,37,13,0,30,51,11,6
63,28,4,0,37,100,68,7,6
0,31,64,99,100,84,65,58,1
0,48,100,82,56,42,17,70,7
23,82,100,85,79,45,0,77,1
17,30,17,0,57,89,89,100,4
43,54,73,51,100,88,42,0,3
0,27,64,100,78,50,33,36,7
0,62,78,41,30,32,30,100,1
0,50,91,74,65,17,27,100,1
30,46,52,9,0,11,52,100,5
38,20,0,4,60,100,79,63,4
52,72,100,71,94,97,48,0,3
74,46,0,66,97,100,76,6,9
64,38,2,0,62,100,88,79,4
4,65,67,67,67,23,0,100,1
0,43,89,100,74,51,34,16,1
22,26,64,34,0,5,41,100,5
11,24,54,39,8,0,43,100,5
7,42,70,45,5,0,50,100,2
0,43,89,73,62,47,51,100,7
68,100,99,68,95,80,41,0,5
28,25,68,69,44,0,47,100,2
82,64,16,0,73,100,27,47,6
0,73,81,56,47,5,19,100,7
25,59,56,52,41,0,45,100,1
0,21,50,42,24,9,54,100,7
89,52,21,0,19,77,100,42,6
0,26,64,100,80,61,48,56,1
45,76,100,96,92,86,0,92,1
43,62,64,3,68,100,67,0,9
43,65,98,69,29,0,52,100,2
0,36,53,15,67,100,61,10,3
100,43,8,38,25,0,41,95,8
39,0,13,67,96,100,54,5,0
58,55,0,68,100,19,29,87,8
13,0,31,86,100,67,18,23,0
48,100,92,56,16,0,30,91,7
0,49,100,85,58,93,69,5,8
11,12,60,38,4,0,35,100,5
43,12,0,57,100,93,89,88,4
63,84,93,69,28,0,51,100,2
0,25,66,87,62,32,58,100,2
34,65,100,80,41,0,37,95,2
1,0,39,84,100,75,32,12,0
65,19,0,6,62,97,100,77,0
15,35,55,26,0,33,78,100,2
66,35,23,43,98,100,43,0,6
0,76,100,62,33,4,11,91,7
10,21,36,0,2,11,55,100,5
0,55,100,87,64,41,15,69,7
0,1,20,58,94,100,69,28,0
100,70,37,8,1,52,54,0,6
7,77,76,0,18,100,69,50,9
11,59,58,42,25,0,49,100,7
72,25,0,26,79,100,67,22,0
38,53,19,0,61,100,75,49,4
14,36,67,50,17,0,50,100,2
28,42,42,2,0,16,56,100,5
36,53,100,88,85,91,47,0,3
51,71,100,79,53,62,41,0,3
100,59,11,6,34,68,30,0,5
100,43,0,50,54,40,30,29,9
41,54,92,76,43,0,43,100,2
21,0,11,60,100,92,49,23,0
0,25,60,95,100,88,76,67,1
57,81,84,57,100,86,47,0,3
41,71,95,34,0,51,100,41,8
9,0,22,75,100,87,39,5,0
0,59,100,45,41,79,65,13,8
0,57,97,91,82,53,32,100,7
86,51,44,87,100,70,38,0,9
95,44,0,11,60,100,84,40,0
22,0,27,100,68,48,24,94,7
29,0,41,53,17,50,100,29,8
100,75,0,17,92,100,92,56,9
1,7,30,20,0,23,61,100,2
76,25,35,94,75,0,28,100,8
50,84,76,48,7,0,50,100,2
7,0,20,56,91,100,77,40,0
58,18,0,11,58,100,96,64,0
31,0,9,51,91,100,64,21,0
74,26,0,2,56,100,56,9,6
35,71,100,62,76,89,48,0,8
84,42,47,100,100,95,54,0,9
4,18,58,43,5,0,48,100,2
0,57,100,73,32,5,34,100,7
0,4,43,36,10,11,56,100,2
49,79,61,67,100,73,31,0,3
78,41,0,35,100,83,56,37,4
84,37,0,58,100,82,65,61,9
11,45,93,77,82,100,53,0,3
67,78,100,83,61,33,11,0,1
63,32,11,0,45,100,68,13,6
23,22,0,47,100,99,90,86,4
93,65,65,95,100,82,41,0,9
42,18,0,2,67,97,100,43,0
0,2,35,77,100,96,58,19,0
0,53,95,88,74,72,82,100,1
100,54,18,0,21,75,92,51,6
65,97,95,72,39,0,43,100,2
45,69,69,60,100,78,33,0,3
38,23,68,41,78,100,60,0,3
55,27,5,8,59,100,45,0,6
19,95,100,73,49,33,0,75,7
0,38,44,47,73,100,74,35,3
34,64,63,37,0,18,58,100,2
50,31,0,40,94,100,62,33,4
0,31,69,100,83,79,81,100,1
46,60,100,70,64,86,46,0,3
12,7,0,3,36,86,88,100,4
31,44,24,41,48,0,49,100,1
0,58,89,74,61,22,41,100,7
0,37,98,100,80,63,52,62,7
36,10,19,66,100,97,48,0,0
0,73,76,64,62,38,3,100,7
0,27,42,29,1,14,57,100,2
59,4,49,94,0,49,100,4,8
28,68,61,29,82,100,57,0,9
33,0,75,78,12,15,23,100,5
24,84,100,25,28,93,73,0,5
31,12,0,22,72,100,74,60,4
67,20,21,41,11,0,48,100,8
0,56,100,71,38,3,5,70,7
9,0,37,100,100,77,53,36,4
30,0,11,66,100,79,28,31,0
26,9,0,36,80,100,76,31,0
44,80,84,50,100,86,33,0,3
61,100,84,37,71,87,47,0,3
29,66,100,74,69,72,38,0,3
31,59,59,74,100,84,44,0,3
0,66,100,48,84,52,30,85,8
52,32,11,0,37,100,48,5,6
58,12,0,62,100,85,61,36,4
100,61,25,0,23,77,85,30,6
9,0,60,100,87,60,31,17,7
95,16,0,84,100,80,56,58,9
59,9,0,61,100,73,57,50,4
25,47,66,41,4,0,49,100,2
0,15,24,11,2,35,67,100,2
0,54,100,81,69,56,18,74,7
53,78,14,55,92,100,50,0,9
39,16,40,14,32,0,18,100,1
69,93,93,63,100,79,41,0,3
50,66,82,50,100,93,47,0,3
0,28,48,34,11,16,57,100,2
36,71,62,48,21,0,50,100,1
0,23,50,76,100,88,77,79,1
0,50,72,67,64,33,36,100,7
37,100,94,52,57,57,0,9,8
11,0,0,39,100,91,75,80,4
0,48,88,100,94,88,82,91,1
49,26,0,63,100,74,62,57,4
0,44,80,75,58,48,52,100,7
0,34,86,83,51,100,85,36,3
1,68,39,21,55,100,46,0,5
55,13,46,50,0,16,48,100,5
100,79,42,15,27,78,48,0,6
0,22,51,31,0,4,54,100,2
0,52,94,77,49,19,40,100,2
73,26,0,16,64,100,94,48,0
0,26,64,76,56,30,60,100,2
29,100,83,10,31,93,66,0,5
10,56,67,0,44,100,50,16,8
8,31,90,100,67,33,10,0,1
2,80,82,57,28,0,13,100,7
48,32,0,50,100,85,81,76,4
100,70,45,83,98,96,62,0,9
2,48,63,51,30,0,50,100,7
77,74,97,70,100,86,43,0,3
0,28,100,77,40,86,38,9,8
96,55,68,100,99,84,46,0,9
100,62,58,84,93,79,46,0,9
46,66,100,74,88,95,52,0,3
25,53,65,38,0,46,87,100,2
72,54,24,54,45,0,41,100,8
21,0,7,56,97,100,62,15,0
72,11,0,87,100,59,49,54,4
74,31,0,37,85,100,86,54,9
42,40,5,0,55,100,85,76,4
72,100,57,31,49,67,39,0,5
30,15,0,55,96,100,76,58,4
65,61,13,76,90,0,32,100,8
0,40,95,96,69,36,38,100,7
35,0,4,49,95,100,64,5,0
43,25,76,41,0,6,33,100,5
0,73,100,86,73,64,64,77,1
100,55,22,0,25,74,58,8,6
